sub,resp_type,proportion
280282,3,0.3
280283,3,0.35802469135802467
280284,3,0.311046511627907
280285,3,0.25825825825825827
280286,3,0.2366412213740458
280288,3,0.3114754098360656
280289,3,0.25885558583106266
280292,3,0.254957507082153
280297,3,0.3101449275362319
280298,3,0.33159268929503916
280299,3,0.3147632311977716
280300,3,0.32047477744807124
280301,3,0.32087227414330216
280302,3,0.3753351206434316
280303,3,0.32439678284182305
280304,3,0.2759493670886076
280305,3,0.30952380952380953
280306,3,0.31382978723404253
280307,3,0.28254847645429365
280308,3,0.316622691292876
280309,3,0.34864864864864864
280310,3,0.3185595567867036
280311,3,0.3557951482479784
280312,3,0.2924791086350975
280313,3,0.31456953642384106
280314,3,0.2776349614395887
280315,3,0.3622448979591837
280316,3,0.3220779220779221
280317,3,0.34300791556728233
280318,3,0.3687002652519894
280320,3,0.2772020725388601
280321,3,0.27445652173913043
280322,3,0.32978723404255317
280325,3,0.36436170212765956
280326,3,0.2917771883289125
280327,3,0.33062330623306235
280328,3,0.34908136482939633
280329,3,0.32722513089005234
280330,3,0.3449197860962567
280332,3,0.25135135135135134
280333,3,0.3609467455621302
280334,3,0.29765013054830286
280335,3,0.2576530612244898
280336,3,0.375
280337,3,0.2909090909090909
280339,3,0.3229166666666667
280340,3,0.28955223880597014
280342,3,0.32670454545454547
280343,3,0.3426395939086294
280344,3,0.39425587467362927
280345,3,0.3058823529411765
280346,3,0.393048128342246
280347,3,0.2909604519774011
280349,3,0.35356200527704484
280350,3,0.42896174863387976
280351,3,0.3972222222222222
280352,3,0.2552083333333333
280353,3,0.2366412213740458
280354,3,0.32038834951456313
280355,3,0.2793733681462141
280356,3,0.34448160535117056
280357,3,0.3113456464379947
280360,3,0.34615384615384615
280361,3,0.27034120734908135
280362,3,0.3563218390804598
280363,3,0.339572192513369
280364,3,0.22777777777777777
280365,3,0.3252032520325203
280367,3,0.37623762376237624
280368,3,0.2821917808219178
280369,3,0.2944606413994169
280370,3,0.33421052631578946
280371,3,0.3225806451612903
280372,3,0.273224043715847
280373,3,0.3371104815864023
280374,3,0.21703296703296704
280375,3,0.3036649214659686
280376,3,0.32653061224489793
280377,3,0.2602040816326531
280379,3,0.3697916666666667
280380,3,0.3567708333333333
280383,3,0.36548223350253806
280384,3,0.33246753246753247
280385,3,0.30158730158730157
280386,3,0.32987012987012987
280387,3,0.3435897435897436
280389,3,0.30386740331491713
280391,3,0.3875968992248062
280392,3,0.32
280395,3,0.26975476839237056
280396,3,0.30952380952380953
280398,3,0.23076923076923078
280403,3,0.2789473684210526
280404,3,0.24064171122994651
280405,3,0.27154046997389036
280406,3,0.3373134328358209
280407,3,0.35919540229885055
280408,3,0.288265306122449
280409,3,0.23857868020304568
280411,3,0.3659217877094972
280412,3,0.3370165745856354
280413,3,0.28370786516853935
280418,3,0.2777777777777778
280419,3,0.23163841807909605
280420,3,0.2955145118733509
280422,3,0.3324538258575198
280428,3,0.3739130434782609
280429,3,0.38071065989847713
280430,3,0.36153846153846153
280433,3,0.31283422459893045
280435,3,0.2710997442455243
280436,3,0.29201101928374656
280437,3,0.32124352331606215
280438,3,0.34824281150159747
280440,3,0.3848314606741573
280441,3,0.3333333333333333
280444,3,0.3424242424242424
